,company_name,Series,Total_Likes,Total_Retweets,Series_Amount,Market,tweet_count,get_dayrange,get_dayiqr,likes_mean,retweets_mean,persontag_count_mean,hashtag_count_mean,text_length_mean,persontags_count_mean,hashtags_count_mean,links_count_mean,self_mention_mean,self_tweet_mean,likes_std,retweets_std,persontag_count_std,hashtag_count_std,text_length_std,persontags_count_std,hashtags_count_std,links_count_std,self_mention_std,self_tweet_std,is_Biotechnology,is_Software,is_Health Care,is_Enterprise Software,is_Clean Technology,is_Hardware + Software,is_Semiconductors,is_Curated Web,is_Mobile,is_Web Hosting,is_Series_A,is_Series_B,is_Series_C,is_Series_D,mean_neg,mean_pos,total_neg,total_pos,Total_Likes_scaled,Total_Retweets_scaled,tweet_count_scaled,get_dayrange_scaled,get_dayiqr_scaled,likes_mean_scaled,retweets_mean_scaled,persontag_count_mean_scaled,hashtag_count_mean_scaled,text_length_mean_scaled,persontags_count_mean_scaled,hashtags_count_mean_scaled,links_count_mean_scaled,self_mention_mean_scaled,self_tweet_mean_scaled,likes_std_scaled,retweets_std_scaled,persontag_count_std_scaled,hashtag_count_std_scaled,text_length_std_scaled,persontags_count_std_scaled,hashtags_count_std_scaled,links_count_std_scaled,self_mention_std_scaled,self_tweet_std_scaled,is_Biotechnology_scaled,is_Software_scaled,is_Health Care_scaled,is_Enterprise Software_scaled,is_Clean Technology_scaled,is_Hardware + Software_scaled,is_Semiconductors_scaled,is_Curated Web_scaled,is_Mobile_scaled,is_Web Hosting_scaled,is_Series_A_scaled,is_Series_B_scaled,is_Series_C_scaled,is_Series_D_scaled,mean_neg_scaled,mean_pos_scaled,total_neg_scaled,total_pos_scaled,Series_Amount_scaled
311,EndPlay,_Series_C,0,45,21500000,Semiconductors,156,70,41,0.0,0.288461538462,0.705128205128,0.294871794872,128.737179487,0.673076923077,0.282051282051,0.673076923077,0.00641025641026,0.166666666667,0.0,0.632553609964,1.02998871724,0.603409118346,52.7908975755,1.0358942625,0.598868522324,0.484114909559,0.0800640769025,0.373878250553,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.034075314034,0.0601676987498,0.0165289256198,0.0495867768595,0.0,8.82106549399,0.0963244043915,5.00265430418,3.98917726511,0.0,0.202391714953,0.432827740308,0.215557277322,8.14769299632,0.414076089737,0.207677939299,0.656824811766,0.00624588133662,0.078575346186,0.0,0.401013950024,0.560720362615,0.485251466814,1.66630224259,0.558947728104,0.489292633359,1.40679618977,0.076572477561,0.248790797615,0.0,0.0,0.0,0.0,0.0,0.0,0.011377415986,0.0,0.0,0.0,0.0,0.0,0.150086658528,0.0,0.0223489145065,0.0383284184797,0.0131438596883,0.0389716061373,16.8835634931
312,Enecsys,_Series_B,3,21,41000000,Public Transportation,153,465,360,0.0196078431373,0.137254901961,0.130718954248,0.313725490196,116.098039216,0.117647058824,0.313725490196,0.986928104575,0.00653594771242,0.0,0.139103721019,0.430098267985,0.375093154351,0.861994231841,30.295206479,0.361669674649,0.861994231841,0.256159081549,0.0808452083454,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0095119724026,0.0465110873799,0.0,0.151515151515,1.38501185983,5.9811781974,0.0963244043915,7.75860105752,6.52927802676,0.018762061407,0.114480913838,0.116909411607,0.225395671238,7.88383641619,0.105966743164,0.224233211118,0.954490389782,0.00636512806056,0.0,0.117903731298,0.308558090277,0.286094338226,0.64452536729,1.5894114976,0.277381178686,0.657056420544,0.454498581054,0.0772870118354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556594133709,0.0,0.0,0.00838970758267,0.0325556497401,0.0,0.0785771867328,17.5290826247
314,Enevo,_Series_A,74,85,8000000,Mobile Health,174,387,215,0.425287356322,0.488505747126,0.718390804598,0.66091954023,110.488505747,0.672413793103,0.649425287356,0.580459770115,0.183908045977,0.114942528736,0.806507978424,1.07916958948,1.16599494696,0.99998338967,41.6455923052,1.08677703018,0.99598889926,0.506452944584,0.388527251324,0.31987307296,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0298296124075,0.0565586640385,0.0136054421769,0.0816326530612,4.30506464517,11.9579048165,0.0963244043915,7.47330237811,5.90560182754,0.201336911122,0.281719194441,0.437829594768,0.359307020365,7.75933619196,0.413823754684,0.352796863571,0.568080538833,0.0979818122126,0.0662997599786,0.386754465465,0.545269991847,0.599725724032,0.721660038032,1.63600461139,0.573760806651,0.735089646834,1.5424567035,0.320210797443,0.22392328262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204031031258,0.0,0.0,0.0,0.0205351239577,0.0369214557359,0.011249287189,0.0556995373731,15.8949520996
317,Engrade,_Series_B,101,58,5000000,Subscription Businesses,234,21,11,0.431623931624,0.247863247863,0.209401709402,0.175213675214,77.1794871795,0.200854700855,0.166666666667,0.0940170940171,0.0,0.0854700854701,0.733636901063,0.627085128226,0.573893098565,0.547394293071,35.9711652248,0.561878475168,0.542209753056,0.30680146893,0.0,0.280179267342,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0360115316118,0.0473274385211,0.0357142857143,0.0357142857143,4.61071872193,9.97834538215,0.0963244043915,3.46868298676,2.59445464255,0.202583212397,0.181739714274,0.176141450879,0.143960738367,6.89405678037,0.169082316854,0.137737483094,0.0936416209984,0.0,0.0559544335019,0.369797914918,0.3987969437,0.389719259643,0.447774517499,1.61544715368,0.382516349224,0.450219589712,0.608620497312,0.0,0.203884148575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556594133709,0.0,0.0,0.0231114555183,0.0329368317775,0.0223358721213,0.0299410195542,15.4249484704
318,Etouches,_Series_B,8,80,7800000,Finance,203,99,47,0.0394088669951,0.394088669951,1.26108374384,0.714285714286,114.103448276,1.22660098522,0.709359605911,0.571428571429,0.48275862069,0.147783251232,0.218961647983,0.683876930058,1.52400358874,0.877182064003,31.3214590965,1.52142513096,0.878376700208,0.52517929854,0.510724854585,0.355762341847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.018775588476,0.0584597060116,0.00813008130081,0.0487804878049,2.19400396038,11.6235346356,0.0963244043915,5.47647971293,4.14142379637,0.0361105334835,0.248306233527,0.596109698743,0.374130183443,7.84012792656,0.574938816743,0.369295252092,0.559402946946,0.131380229868,0.0747834241266,0.170427827433,0.421171608401,0.685133764553,0.653258300592,1.59463168384,0.679114958783,0.666840351381,1.66334825632,0.399951521471,0.240736416398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556594133709,0.0,0.0,0.0147413966999,0.037672493324,0.0072441678655,0.0384798585116,15.8696342917
321,Euclid,_Series_A,0,23,5800000,3D Printing,208,0,0,0.0,0.110576923077,0.221153846154,0.230769230769,85.9134615385,0.168269230769,0.221153846154,0.504807692308,0.0,0.0,0.0,0.566610102758,0.580799561644,0.625246142538,32.2791599292,0.515979332072,0.597203317392,0.501183104166,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0282457111378,0.0632052382088,0.0161290322581,0.104838709677,0.0,6.27540643451,0.0963244043915,0.0,0.0,0.0,0.0953462629739,0.18439252011,0.179322034221,7.14597069079,0.145371312193,0.172814998339,0.495253358494,0.0,0.0,0.0,0.373327616565,0.392921235902,0.499548532282,1.59927993234,0.360514405946,0.488160660778,1.50962998481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204031031258,0.0,0.0,0.0,0.0198049881737,0.0394524550858,0.0128939598021,0.0649857040489,15.5733684755
322,Euclid,_Series_B,46,74,17300000,3D Printing,178,1,1,0.258426966292,0.415730337079,0.280898876404,0.38202247191,95.6235955056,0.185393258427,0.370786516854,0.398876404494,0.0112359550562,0.0,0.837376720164,1.05561708479,0.541785373415,0.795547183721,42.6771999422,0.443929694082,0.793789772393,0.502422241677,0.105699929442,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0332880712055,0.0412515347413,0.0,0.0238095238095,3.84026604001,11.2051833375,0.0963244043915,0.711033315584,0.701495721168,0.156968069831,0.256528067447,0.224208311422,0.258306869884,7.40319015793,0.15798433251,0.251675743879,0.392731805377,0.0107381943603,0.0,0.393422949521,0.539117547447,0.37451655947,0.605561994902,1.63929743025,0.323585602279,0.615545509701,1.51730245272,0.0997171852261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556594133709,0.0,0.0,0.0220276612324,0.0299775621467,0.0,0.0211340687882,16.6662170595
323,EverTrue,_Series_A,108,91,5250000,Android,222,41,20,0.486486486486,0.40990990991,1.64864864865,0.855855855856,107.418918919,1.56306306306,0.828828828829,0.418918918919,0.238738738739,0.126126126126,0.833298682578,0.926478757325,1.29844075407,1.12436485316,40.1541171565,1.28798330052,1.12859880991,0.521226106435,0.427276161117,0.332741719497,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0343044846322,0.0549276946181,0.00934579439252,0.0560747663551,4.67668215417,12.343817973,0.0963244043915,4.29899267777,3.21004618582,0.212394065218,0.254352129677,0.672507391007,0.408466006494,7.68906300477,0.640486793028,0.398221196472,0.412180001273,0.109532196759,0.0694982038602,0.392558407224,0.502921725802,0.633933182883,0.787254883017,1.63102283949,0.626775539278,0.808179013532,1.63726783774,0.346344352822,0.230087693905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204031031258,0.0,0.0,0.0,0.0224411959972,0.0362589837226,0.00818862448552,0.0427903376161,15.4737386346
324,EverTrue,_Series_B,197,107,8000000,Android,193,39,21,1.35233160622,0.611398963731,1.27461139896,0.813471502591,131.316062176,1.18652849741,0.777202072539,0.678756476684,0.119170984456,0.139896373057,3.32919648306,1.54760386411,1.23837426158,1.08321707892,45.8967205736,1.23593119013,1.08833705602,0.559403055881,0.324832227189,0.347781644914,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0292293116213,0.0509950939279,0.0296296296296,0.0666666666667,5.26963673161,13.3029861498,0.0963244043915,4.23496304192,3.26175608272,0.267512637878,0.317112432255,0.599172257096,0.398872859925,8.19897174129,0.565874228195,0.386314631625,0.662252594078,0.0773023249679,0.0729855449343,0.577355506601,0.645576378275,0.61884270596,0.765939760353,1.64885368249,0.613842855676,0.786394377573,1.90217363188,0.275372996987,0.237098416152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556594133709,0.0,0.0,0.0202619735145,0.0345898370473,0.0199397668116,0.0485285712848,15.8949520996
325,EveryScape,_Series_C,14,1,6000000,Cleaning,194,560,291,0.0721649484536,0.00515463917526,0.350515463918,0.216494845361,98.5824742268,0.340206185567,0.211340206186,0.618556701031,0.0412371134021,0.0360824742268,0.345134131181,0.0717958158618,0.675879578344,0.471505232114,33.7303525934,0.665766890978,0.468350935396,0.527842396188,0.19935261925,0.1869779112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0291636155095,0.0389413322592,0.0212765957447,0.0212765957447,2.70315911965,0.795494009946,0.0963244043915,8.05149371562,6.2703512612,0.0617092692367,0.00511706353893,0.266552830342,0.170613151139,7.47743058113,0.25820675162,0.166786493354,0.604638228355,0.0350905885364,0.0298432524703,0.237557614264,0.0673358644838,0.43472577269,0.39503883501,1.60594714683,0.428466395752,0.397470036151,1.68108920571,0.179300095982,0.149836281458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150086658528,0.0,0.0202318178124,0.0287750419597,0.015902905327,0.0191206927702,15.6072700272
327,Exit41,_Series_A,2,2,6000000,Android,179,661,162,0.0111731843575,0.0111731843575,0.201117318436,0.0670391061453,107.810055866,0.195530726257,0.0670391061453,0.391061452514,0.0223463687151,0.787709497207,0.105405946981,0.105405946981,0.648073101267,0.310812009426,29.011383072,0.645452652686,0.310812009426,0.48935694059,0.148221943461,0.410076458299,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.028023128943,0.0813955049538,0.0,0.0526315789474,1.0978067407,1.37043117745,0.0963244043915,8.31620780309,5.5683923485,0.0108943182619,0.0109979808477,0.170237107588,0.0619315107882,7.69810564652,0.165291281534,0.0618512719014,0.385141975699,0.0204410228892,0.0996596345508,0.0927970073055,0.0960711842065,0.42292131796,0.274924373796,1.58250101728,0.419871435004,0.277219287969,1.43781933149,0.136776702099,0.264082019594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204031031258,0.0,0.0,0.0,0.0196999244161,0.0451780525814,0.0,0.0407939305179,15.6072700272
328,EyeEm,_Series_A,38,13,5000000,Health Care,197,1,1,0.192893401015,0.0659898477157,0.258883248731,0.274111675127,88.1319796954,0.218274111675,0.269035532995,0.776649746193,0.0659898477157,0.0355329949239,0.518386678825,0.336110191932,0.579395155748,0.929115141761,33.6717777217,0.532678125798,0.922344828914,0.429597514722,0.248896872133,0.185594316134,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0207484584096,0.0477245955845,0.00571428571429,0.0228571428571,3.65461389536,4.60307799764,0.0963244043915,0.711033315584,0.701495721168,0.130979591115,0.0602764261096,0.209935498408,0.204310247903,7.20670143094,0.181268540493,0.200575692025,0.755557829745,0.0512842790595,0.0294701584558,0.307206997042,0.256896417191,0.392272038021,0.682654770803,1.60568631193,0.368649086016,0.692755921012,1.11195843136,0.218558012932,0.148949853593,0.0,0.0,0.0140029733286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204031031258,0.0,0.0,0.0,0.0159033644254,0.0331205007745,0.0052663306299,0.0203830580173,15.4249484704
329,Fancy,_Series_A,5,11,6000000,SaaS,214,0,0,0.0233644859813,0.0514018691589,0.369158878505,0.130841121495,97.691588785,0.336448598131,0.130841121495,0.308411214953,0.0,0.0,0.341792963512,0.277772658751,0.670772970829,0.351632334382,37.1594486471,0.634588702459,0.351632334382,0.472953261808,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0400203533905,0.0719333889765,0.0285714285714,0.0571428571429,1.78961742738,4.18577332546,0.0963244043915,0.0,0.0,0.0221716587421,0.0478739979185,0.277228025894,0.112633324631,7.45526626993,0.256032977119,0.112360935033,0.30463874371,0.0,0.0,0.235986004741,0.22131200481,0.432582759822,0.306621151451,1.62013598685,0.415200196044,0.309474130737,1.34235613579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204031031258,0.0,0.0,0.0,0.0245729054682,0.0424011629724,0.0194795315474,0.0433961213489,15.6072700272
330,Fancy,_Series_B,5,17,10000000,SaaS,213,0,0,0.0234741784038,0.0798122065728,0.56338028169,0.267605633803,87.1596244131,0.478873239437,0.262910798122,0.201877934272,0.0140845070423,0.0,0.226568215268,0.373933656765,0.957577442056,0.672037450078,43.198672934,0.893252826032,0.663314274617,0.436102208173,0.118117036596,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.117164053426,0.0315178718337,0.0121951219512,0.0487804878049,1.78961742738,5.33937426243,0.0963244043915,0.0,0.0,0.022270361438,0.0715902331833,0.374588481195,0.200692523075,7.18023500304,0.331142528584,0.197170492614,0.200207277313,0.0133089697861,0.0,0.174978507946,0.278471723551,0.538102355707,0.52962027245,1.64091712632,0.513831302881,0.532373406568,1.14458213691,0.110706565531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556594133709,0.0,0.0,0.0362376173611,0.0245955160466,0.0102770609289,0.0384798585116,16.118095651
331,Fancy,_Series_C,20,36,26400000,SaaS,213,0,0,0.093896713615,0.169014084507,0.68544600939,0.197183098592,80.5915492958,0.643192488263,0.192488262911,0.572769953052,0.0093896713615,0.0,0.337317845517,0.713467128984,0.60627568076,0.678922251708,32.7412284659,0.594323101202,0.662713053035,0.532536054797,0.0966715079993,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0678162537902,0.0357064823908,0.00699300699301,0.034965034965,3.03834135122,7.89656950181,0.0963244043915,0.0,0.0,0.0768207437365,0.135656794002,0.425273315436,0.158424944169,6.99503940062,0.402514666658,0.15485818364,0.560692084548,0.00904012994846,0.0,0.233865283068,0.432285381485,0.404531289229,0.533982001361,1.60145025664,0.39741462054,0.531977902999,1.71269664047,0.0916372389902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150086658528,0.0,0.031434241962,0.0270147858486,0.00633037726274,0.0294170694142,17.0888745681
332,Fanduel,_Series_B,9,65,4000000,Human Resources,170,51,28,0.0529411764706,0.382352941176,0.505882352941,0.535294117647,128.847058824,0.494117647059,0.464705882353,0.752941176471,0.0823529411765,0.152941176471,0.293151912592,0.877553952634,1.08375338809,0.864446449737,37.0841058738,1.08375338809,0.807832351574,0.496279229308,0.275713800067,0.360994102558,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0404320049908,0.0491438560854,0.0120481927711,0.0361445783133,2.29904836877,10.5373639139,0.0963244043915,4.58198322865,3.57054339392,0.0471271130617,0.243693790171,0.348143682263,0.319359719977,8.14989447991,0.338383258153,0.291130202611,0.733002809657,0.0604190069608,0.0758877347284,0.211923230557,0.488010415129,0.576652485495,0.64593963604,1.61984533828,0.572897823806,0.624197135863,1.47954349657,0.239066279866,0.243091183576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556594133709,0.0,0.0,0.0247145174213,0.0337674843835,0.0101734939073,0.0302401624873,15.2018049191
333,Fanduel,_Series_C,95,57,11000000,Human Resources,222,3,1,0.427927927928,0.256756756757,0.797297297297,0.518018018018,109.86036036,0.765765765766,0.513513513514,0.536036036036,0.27027027027,0.018018018018,0.872783156472,0.687196629454,1.24376886443,0.849348773497,41.9558414256,1.23269894784,0.849432761114,0.534813841303,0.445102986628,0.133317026437,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0252835046209,0.0421588505832,0.0222222222222,0.0296296296296,4.55046496486,9.89523222928,0.0963244043915,1.45907492659,0.701495721168,0.201859334735,0.186426640439,0.466199945871,0.313228183472,7.74508349576,0.447591372738,0.309252726546,0.525353688237,0.114501660572,0.0163533812745,0.400727716683,0.422436388706,0.620225807594,0.637206090871,1.63700758826,0.613022842547,0.64950633954,1.72819262221,0.358094325268,0.113371303095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150086658528,0.0,0.0183550217124,0.0304378505994,0.0164093116227,0.0255707270533,16.2134058308
334,Fanduel,_Series_D,170,95,70000000,Human Resources,205,1,1,1.8243902439,0.60487804878,0.80487804878,0.936585365854,120.326829268,0.790243902439,0.917073170732,0.531707317073,0.0975609756098,0.0878048780488,4.6703476635,1.63148423035,1.02945617176,1.25279219471,44.2765984332,1.02416988817,1.21991289448,0.528797667109,0.297446489567,0.28370372729,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0327533008375,0.0543524144636,0.00819672131148,0.0491803278689,5.1240507447,12.5926106717,0.0963244043915,0.711033315584,0.701495721168,0.27390679093,0.315426309861,0.468806892082,0.425327264668,7.97456054011,0.455897538992,0.416742892699,0.521184561401,0.0679554882756,0.0568902244987,0.599946367073,0.660030536661,0.560558997312,0.851511088683,1.64417446889,0.555444610426,0.856356743986,1.68748687596,0.255325491902,0.205728944833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0437593774774,0.0218056276853,0.0360212279134,0.00729679928181,0.0387242034422,18.0640058
335,FarmLink,_Series_B,76,127,20000000,Agriculture,190,235,117,0.4,0.726315789474,0.647368421053,0.626315789474,118.984210526,0.621052631579,0.610526315789,0.536842105263,0.0526315789474,0.0,0.840760552642,1.45436475169,1.01150441734,0.921433266617,35.1804834538,1.00978228434,0.911940043074,0.530758194145,0.22388683142,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0154329934124,0.0524387527594,0.0,0.0677966101695,4.33123018423,14.3867043698,0.0963244043915,6.71797508521,5.18544170202,0.196102654571,0.343908747561,0.410194383359,0.349055316129,7.94603523514,0.393691505885,0.341265516114,0.526129925107,0.0429313948631,0.0,0.394136608383,0.628440930286,0.555077365328,0.678350925075,1.61219773423,0.551098149302,0.686667590861,1.70067323724,0.198969280777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556594133709,0.0,0.0,0.0126281913597,0.0352146438831,0.0,0.0491066975943,16.8112428315
336,FeeX,_Series_A,34,19,3000000,Performance Marketing,152,20,10,0.296052631579,0.125,0.782894736842,0.440789473684,96.9144736842,0.684210526316,0.440789473684,0.605263157895,0.0197368421053,0.0,1.05377791363,0.419910113371,0.948458234167,1.21651740817,43.7827181847,0.937949381085,1.21651740817,0.490409947946,0.139554387169,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0272477936101,0.0626431843796,0.00763358778626,0.0534351145038,3.54692069224,5.67010363809,0.0963244043915,3.41045017273,2.49980233744,0.16930613378,0.105851513807,0.461191685911,0.283598168261,7.43580076625,0.418284789284,0.281689044728,0.591890462067,0.0182391183025,0.0,0.433134569292,0.303263900888,0.535153651424,0.83369698401,1.64269688929,0.528577240196,0.854594748012,1.44411050964,0.129352238178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204031031258,0.0,0.0,0.0,0.0193291042099,0.039248473996,0.00684884810935,0.0412658575058,14.9141228466
337,FeeX,_Series_B,116,71,6500000,Performance Marketing,180,47,23,0.644444444444,0.394444444444,1.03888888889,0.361111111111,102.372222222,0.983333333333,0.355555555556,0.572222222222,0.0666666666667,0.172222222222,1.00068257276,0.720778770499,1.43524622258,0.913975226055,43.0325368074,1.44730533663,0.913108890581,0.528839306211,0.250139625814,0.378626679768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0500307838019,0.0818498846592,0.0486111111111,0.0972222222222,4.74706251819,10.988306917,0.0963244043915,4.47540613726,3.35869756536,0.233075591661,0.248444338216,0.540566671156,0.248658856408,7.56997157604,0.514639907026,0.244631523562,0.560165698361,0.0516851017022,0.0795678340967,0.42440120893,0.434977097956,0.665942330381,0.674157900786,1.64040428664,0.663421362907,0.687352896839,1.68776615058,0.219519574144,0.250856425629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556594133709,0.0,0.0,0.0276221296657,0.0453014876604,0.0262469140425,0.0621584554532,15.6873127349
338,Fiksu,_Series_A,4,10,5500000,Private Equity ,209,246,115,0.0191387559809,0.0478468899522,0.545454545455,0.105263157895,107.622009569,0.531100478469,0.105263157895,0.33971291866,0.0,0.0,0.137341604152,0.235355000891,0.671601780112,0.390292115245,36.3065963198,0.66523509035,0.390292115245,0.474748834279,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0845934275495,0.149331641709,0.0492610837438,0.118226600985,1.60770948073,3.96103018888,0.0963244043915,6.78604816423,5.16529713245,0.0183322762531,0.0447769082729,0.366535542761,0.0931669482967,7.69376149588,0.355385880812,0.0929824593041,0.335178394326,0.0,0.0,0.116637823886,0.193493690968,0.432931324266,0.335869088911,1.61679379688,0.428243672254,0.339290524195,1.35257583071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204031031258,0.0,0.0,0.0,0.0337519635756,0.0567675246364,0.0264093311245,0.0694945405603,15.5202586502
339,Finestrella,_Series_B,4,8,13800000,Analytics,210,159,74,0.0190476190476,0.0380952380952,0.604761904762,0.166666666667,111.880952381,0.6,0.166666666667,0.252380952381,0.0,0.0,0.137019006886,0.255983310005,0.777048883252,0.475055608262,29.7588412185,0.771501983798,0.475055608262,0.435416588312,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.031939638193,0.0314914005327,0.020202020202,0.0454545454545,1.60770948073,3.47079502031,0.0963244043915,6.14635860371,4.6553763917,0.0182486704385,0.0361257823075,0.392554291112,0.138152920827,7.7907023573,0.385089115865,0.137737483094,0.24981105122,0.0,0.0,0.116405526687,0.207239026486,0.475027350864,0.397559061083,1.58657796607,0.47046970975,0.402347522538,1.14111210216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556594133709,0.0,0.0,0.0214617750429,0.0245797026236,0.015310677453,0.0364097027786,16.4401791501
340,FireBlade,_Series_B,2,29,1500000,-,203,7,3,0.00985221674877,0.142857142857,0.684729064039,0.369458128079,102.024630542,0.64039408867,0.364532019704,0.344827586207,0.0147783251232,0.0,0.0990123396276,0.648139541788,1.49226165667,0.888013246919,53.856376515,1.4871541839,0.887271461418,0.496831888642,0.120962825167,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0210835033575,0.0377888255881,0.00649350649351,0.0324675324675,1.0978067407,7.07705484325,0.0963244043915,2.24605106334,1.41995720182,0.00963486794478,0.118338292037,0.424995116143,0.252553241429,7.56159845303,0.401411800593,0.248806758834,0.340162551119,0.0139262530528,0.0,0.0878106023089,0.407258085414,0.678402899066,0.659448088397,1.66869609361,0.671957861842,0.672123080845,1.48291216394,0.113205352559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556594133709,0.0,0.0,0.0160947279072,0.028158328115,0.00591939825441,0.0276420684452,14.2209756661
341,FireHost,_Series_A,13,16,2000000,Finance,161,107,66,0.0807453416149,0.0993788819876,1.8198757764,0.32298136646,114.086956522,1.80124223602,0.32298136646,0.360248447205,0.32298136646,0.0,0.29527858201,0.421381195358,2.08533030584,0.618490950541,28.5660181213,2.07611378474,0.618490950541,0.494378334768,0.469074680515,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0298866758242,0.052129502442,0.0,0.15,2.63441215062,5.16553908437,0.0963244043915,5.58459760545,4.52473128564,0.0678415907065,0.0869181457817,0.70014088967,0.230100279005,7.83976400576,0.677893180507,0.22888531907,0.355179873253,0.120867377185,0.0,0.213023701023,0.304032668378,0.784464824682,0.495144037386,1.57999733095,0.775667990949,0.502558972419,1.46799933724,0.373633980784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204031031258,0.0,0.0,0.0,0.0205608655392,0.0350819983571,0.0,0.0782204178884,14.5086577385
342,FireHost,_Series_D,42,72,12000000,Finance,196,82,49,0.214285714286,0.413265306122,1.33673469388,0.561224489796,118.93877551,1.28571428571,0.540816326531,0.545918367347,0.0969387755102,0.0,0.683130051064,1.3502621022,1.61050320246,1.15084206879,40.720766787,1.58841963066,1.14728993807,0.548128445989,0.296632063081,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0343352426276,0.0512224045339,0.0,0.0569105691057,3.75176948166,11.0612026059,0.0963244043915,5.2172253337,4.18810727321,0.140171297028,0.255609642223,0.612822721394,0.328252008143,7.94506544378,0.587764872933,0.318770616418,0.534867814955,0.0676636534378,0.0,0.356934635899,0.607829098177,0.702772420233,0.800778182622,1.63294754444,0.692637557529,0.818177188516,1.82086012684,0.254721854969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0437593774774,0.0224535394442,0.0346891632112,0.0,0.0432649117718,16.3004172078
